Year,Month,UOM,Crop,Value,Indicator
2000,10,CAD/tonne,"Soymeal, 46%, Wpg",289.5,Farmer's net cash return at Wpg elevator
2000,10,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",85.875,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Barley, #1CW",88.65,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Canola Meal, 34%, Altona",166,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Canola, #1CR",221.892,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Corn, #2",112.384,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Flaxseed, #1CW",229.8,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Oats, #2CW",85.29,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Peas, #2 Yellow",119.28,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Rye, #2",71.33,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Soymeal, 46%, Wpg",302.5,Farmer's net cash return at Wpg elevator
2000,11,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",96.41,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Barley, #1CW",93.45,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Canola Meal, 34%, Altona",200,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Canola, #1CR",228.605,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Corn, #2",119.2825,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Flaxseed, #1CW",228.105,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Oats, #2CW",81.4175,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Peas, #2 Yellow",137.195,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Rye, #2",75.33,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Soymeal, 46%, Wpg",321,Farmer's net cash return at Wpg elevator
2000,12,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",102.625,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Barley, #1CW",86.45,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Canola Meal, 34%, Altona",199,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Canola, #1CR",222.688,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Corn, #2",118.888,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Flaxseed, #1CW",222.37,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Oats, #2CW",85.278,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Peas, #2 Yellow",144.71,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Rye, #2",75.08,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Soymeal, 46%, Wpg",296.2,Farmer's net cash return at Wpg elevator
2001,1,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",99.71,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Barley, #1CW",82.275,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Canola Meal, 34%, Altona",185,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Canola, #1CR",226.805,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Corn, #2",118.105,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Flaxseed, #1CW",228.97,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Oats, #2CW",83.285,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Peas, #2 Yellow",141.01,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Rye, #2",75.08,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Soymeal, 46%, Wpg",271,Farmer's net cash return at Wpg elevator
2001,2,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",95.325,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Barley, #1CW",87.0425,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Canola Meal, 34%, Altona",183.75,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Canola, #1CR",244.355,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Corn, #2",116.5275,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Flaxseed, #1CW",231.72,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Oats, #2CW",86.2175,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Peas, #2 Yellow",139.51,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Rye, #2",75.08,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Soymeal, 46%, Wpg",263.2553192,Farmer's net cash return at Wpg elevator
2001,3,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",97.225,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Barley, #1CW",91.1425,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Canola Meal, 34%, Altona",187.5,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Canola, #1CR",250.025,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Corn, #2",116.5275,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Flaxseed, #1CW",229.92,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Oats, #2CW",91.315,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Peas, #2 Yellow",139.51,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Rye, #2",75.08,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Soymeal, 46%, Wpg",260.606383,Farmer's net cash return at Wpg elevator
2001,4,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",99.45,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Barley, #1CW",95.516,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Canola Meal, 34%, Altona",190.6,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Canola, #1CR",266.77,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Corn, #2",114.324,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Flaxseed, #1CW",257.24,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Oats, #2CW",93.604,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Peas, #2 Yellow",139.308,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Rye, #2",73.88,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Soymeal, 46%, Wpg",266.527234,Farmer's net cash return at Wpg elevator
2001,5,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",95.05,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Barley, #1CW",96.85,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Canola Meal, 34%, Altona",213.75,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Canola, #1CR",277.755,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Corn, #2",116.3325,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Flaxseed, #1CW",257.845,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Oats, #2CW",90.4175,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Peas, #2 Yellow",137.76,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Soymeal, 46%, Wpg",276.6382979,Farmer's net cash return at Wpg elevator
2001,6,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",83.525,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Barley, #1CW",112.528,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Canola Meal, 34%, Altona",231,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Canola, #1CR",320.86,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Corn, #2",120.466,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Flaxseed, #1CW",286.1,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Oats, #2CW",119.012,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Peas, #2 Yellow",137.37,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Soymeal, 46%, Wpg",287.9659574,Farmer's net cash return at Wpg elevator
2001,7,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",88.51,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Barley, #1CW",112.6225,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Canola Meal, 34%, Altona",227.5,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Canola, #1CR",320.015,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Corn, #2",122.73,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Flaxseed, #1CW",289.82,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Oats, #2CW",118.325,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Peas, #2 Yellow",139.81,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Rye, #2",76.83,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Soymeal, 46%, Wpg",277.9255319,Farmer's net cash return at Wpg elevator
2001,8,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",90.25,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Barley, #1CW",114.175,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Canola Meal, 34%, Altona",211.25,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Canola, #1CR",307.445,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Corn, #2",124.4025,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Flaxseed, #1CW",295.97,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Oats, #2CW",143.84,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Peas, #2 Yellow",139.81,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Rye, #2",70.08,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Soymeal, 46%, Wpg",289.2765957,Farmer's net cash return at Wpg elevator
2001,9,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",92.975,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Barley, #1CW",116.72,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Canola Meal, 34%, Altona",204,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Canola, #1CR",299.64,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Corn, #2",123.3,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Flaxseed, #1CW",289.786,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Oats, #2CW",172.458,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Peas, #2 Yellow",139.81,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Rye, #2",70.08,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Soymeal, 46%, Wpg",273.7361702,Farmer's net cash return at Wpg elevator
2001,10,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",94.29,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Barley, #1CW",117.025,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Canola Meal, 34%, Altona",201.25,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Canola, #1CR",323.545,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Corn, #2",125.1925,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Flaxseed, #1CW",313.52,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Oats, #2CW",203.8875,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Peas, #2 Yellow",158.9575,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Rye, #2",70.08,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Soymeal, 46%, Wpg",278.5106383,Farmer's net cash return at Wpg elevator
2001,11,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",97.975,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Barley, #1CW",120.525,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Canola Meal, 34%, Altona",191.25,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Canola, #1CR",310.335,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Corn, #2",128.6125,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Flaxseed, #1CW",304.52,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Oats, #2CW",211.4025,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Peas, #2 Yellow",166.855,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Rye, #2",70.08,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Soymeal, 46%, Wpg",258.8510638,Farmer's net cash return at Wpg elevator
2001,12,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",102.475,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Barley, #1CW",119.43,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Canola Meal, 34%, Altona",191,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Canola, #1CR",314.5,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Corn, #2",128.89,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Flaxseed, #1CW",311.12,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Oats, #2CW",224.946,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Peas, #2 Yellow",171.36,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Soymeal, 46%, Wpg",259.1319149,Farmer's net cash return at Wpg elevator
2002,1,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",109.192,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Barley, #1CW",119.425,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Canola Meal, 34%, Altona",197.5,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Canola, #1CR",317.01,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Corn, #2",129.225,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Flaxseed, #1CW",314.72,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Oats, #2CW",221.295,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Peas, #2 Yellow",171.36,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Soymeal, 46%, Wpg",261.1914894,Farmer's net cash return at Wpg elevator
2002,2,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",134.385,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Barley, #1CW",115.15,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Canola Meal, 34%, Altona",211.25,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Canola, #1CR",312.955,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Corn, #2",131.195,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Flaxseed, #1CW",313.145,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Oats, #2CW",225.7675,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Peas, #2 Yellow",165.61,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Soymeal, 46%, Wpg",273.5957447,Farmer's net cash return at Wpg elevator
2002,3,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",127.135,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Barley, #1CW",104.83,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Canola Meal, 34%, Altona",218,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Canola, #1CR",303.266,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Corn, #2",131.1,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Flaxseed, #1CW",310.096,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Oats, #2CW",182.752,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Peas, #2 Yellow",165.36,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Soymeal, 46%, Wpg",271.8638298,Farmer's net cash return at Wpg elevator
2002,4,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",120.446,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Barley, #1CW",111.45,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Canola Meal, 34%, Altona",211.25,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Canola, #1CR",308.965,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Corn, #2",131.8825,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Flaxseed, #1CW",318.77,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Oats, #2CW",183.1225,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Peas, #2 Yellow",143.11,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Soymeal, 46%, Wpg",273.5957447,Farmer's net cash return at Wpg elevator
2002,5,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",119.66,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Barley, #1CW",120.925,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Canola Meal, 34%, Altona",215,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Canola, #1CR",317.475,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Corn, #2",134.935,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Flaxseed, #1CW",337.27,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Oats, #2CW",197.1475,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Peas, #2 Yellow",137.36,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Soymeal, 46%, Wpg",278.7446809,Farmer's net cash return at Wpg elevator
2002,6,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",132.26,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Barley, #1CW",142.41,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Canola Meal, 34%, Altona",233,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Canola, #1CR",360.53,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Corn, #2",145.114,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Flaxseed, #1CW",354.82,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Oats, #2CW",170.788,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Peas, #2 Yellow",152.96,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Rye, #2",73.08,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Soymeal, 46%, Wpg",317.1744681,Farmer's net cash return at Wpg elevator
2002,7,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",147.78,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Barley, #1CW",151.0775,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Canola Meal, 34%, Altona",226.25,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Canola, #1CR",386.1775,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Corn, #2",160.6225,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Flaxseed, #1CW",375.7675,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Oats, #2CW",177.48,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Peas, #2 Yellow",157.085,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Rye, #2",164.9,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Soymeal, 46%, Wpg",307.7659575,Farmer's net cash return at Wpg elevator
2002,8,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",150.505,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Barley, #1CW",152,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Canola Meal, 34%, Altona",226.25,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Canola, #1CR",397.44,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Corn, #2",162.4925,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Flaxseed, #1CW",393.61,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Oats, #2CW",205.595,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Peas, #2 Yellow",171.745,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Rye, #2",180.345,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Soymeal, 46%, Wpg",305.4255319,Farmer's net cash return at Wpg elevator
2002,9,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",159.875,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Barley, #1CW",155.52,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Canola Meal, 34%, Altona",216,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Canola, #1CR",402,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Corn, #2",154.322,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Flaxseed, #1CW",407.536,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Oats, #2CW",204.812,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Peas, #2 Yellow",179.28,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Rye, #2",179.532,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Soymeal, 46%, Wpg",275.9829787,Farmer's net cash return at Wpg elevator
2002,10,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",170.84,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Barley, #1CW",151.83,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Canola Meal, 34%, Altona",215,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Canola, #1CR",414.46,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Corn, #2",151.6675,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Flaxseed, #1CW",431.12,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Oats, #2CW",199.625,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Peas, #2 Yellow",184.5875,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Rye, #2",179.52,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Soymeal, 46%, Wpg",274.5319149,Farmer's net cash return at Wpg elevator
2002,11,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",167.99,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Barley, #1CW",143.04,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Canola Meal, 34%, Altona",228,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Canola, #1CR",386.16,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Corn, #2",147.79,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Flaxseed, #1CW",396.05,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Oats, #2CW",201.588,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Peas, #2 Yellow",192.49,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Rye, #2",178.52,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Soymeal, 46%, Wpg",274.1106383,Farmer's net cash return at Wpg elevator
2002,12,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",172.3,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Barley, #1CW",143.575,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Canola Meal, 34%, Altona",240,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Canola, #1CR",379.685,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Corn, #2",148.2225,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Flaxseed, #1CW",388.485,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Oats, #2CW",212.5,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Peas, #2 Yellow",192.31,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Rye, #2",174.52,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Soymeal, 46%, Wpg",275.9361702,Farmer's net cash return at Wpg elevator
2003,1,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",169.5,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Barley, #1CW",140.25,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Canola Meal, 34%, Altona",238.75,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Canola, #1CR",362.16,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Corn, #2",142.6075,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Flaxseed, #1CW",409.81,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Oats, #2CW",208.695,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Peas, #2 Yellow",191.31,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Rye, #2",174.52,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Soymeal, 46%, Wpg",285.2978723,Farmer's net cash return at Wpg elevator
2003,2,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",163.9,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Barley, #1CW",131.375,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Canola Meal, 34%, Altona",226.25,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Canola, #1CR",334.41,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Corn, #2",139.07,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Flaxseed, #1CW",350.61,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Oats, #2CW",174.1525,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Peas, #2 Yellow",183.04,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Rye, #2",174.52,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Soymeal, 46%, Wpg",294.6037234,Farmer's net cash return at Wpg elevator
2003,3,CAD/tonne,"Wheat, Special Purpose (Low Vomi)",155.8,Farmer's net cash return at Wpg elevator
2003,4,CAD/tonne,"Barley, #1CW",129.2,Farmer's net cash return at Wpg elevator
